Hex	Decimal	Name
U+000533	1331	ARMENIAN CAPITAL LETTER GIM
U+000534	1332	ARMENIAN CAPITAL LETTER DA
U+000535	1333	ARMENIAN CAPITAL LETTER ECH
U+000536	1334	ARMENIAN CAPITAL LETTER ZA
U+000537	1335	ARMENIAN CAPITAL LETTER EH
U+000538	1336	ARMENIAN CAPITAL LETTER ET
U+000539	1337	ARMENIAN CAPITAL LETTER TO
U+00053A	1338	ARMENIAN CAPITAL LETTER ZHE
U+00053B	1339	ARMENIAN CAPITAL LETTER INI
U+00053C	1340	ARMENIAN CAPITAL LETTER LIWN
U+00053D	1341	ARMENIAN CAPITAL LETTER XEH
U+00053E	1342	ARMENIAN CAPITAL LETTER CA
U+00053F	1343	ARMENIAN CAPITAL LETTER KEN
U+000540	1344	ARMENIAN CAPITAL LETTER HO
U+000541	1345	ARMENIAN CAPITAL LETTER JA
U+000542	1346	ARMENIAN CAPITAL LETTER GHAD
U+000543	1347	ARMENIAN CAPITAL LETTER CHEH
U+000544	1348	ARMENIAN CAPITAL LETTER MEN
U+000545	1349	ARMENIAN CAPITAL LETTER YI
U+000546	1350	ARMENIAN CAPITAL LETTER NOW
U+000547	1351	ARMENIAN CAPITAL LETTER SHA
U+000548	1352	ARMENIAN CAPITAL LETTER VO
U+000549	1353	ARMENIAN CAPITAL LETTER CHA
U+00054A	1354	ARMENIAN CAPITAL LETTER PEH
U+00054B	1355	ARMENIAN CAPITAL LETTER JHEH
U+00054C	1356	ARMENIAN CAPITAL LETTER RA
U+00054D	1357	ARMENIAN CAPITAL LETTER SEH
U+00054E	1358	ARMENIAN CAPITAL LETTER VEW
U+00054F	1359	ARMENIAN CAPITAL LETTER TIWN
U+000550	1360	ARMENIAN CAPITAL LETTER REH
U+000551	1361	ARMENIAN CAPITAL LETTER CO
U+000552	1362	ARMENIAN CAPITAL LETTER YIWN
U+000553	1363	ARMENIAN CAPITAL LETTER PIWR
U+000554	1364	ARMENIAN CAPITAL LETTER KEH
U+000555	1365	ARMENIAN CAPITAL LETTER OH
U+000556	1366	ARMENIAN CAPITAL LETTER FEH
U+0010A0	4256	GEORGIAN CAPITAL LETTER AN
U+0010A1	4257	GEORGIAN CAPITAL LETTER BAN
U+0010A2	4258	GEORGIAN CAPITAL LETTER GAN
U+0010A3	4259	GEORGIAN CAPITAL LETTER DON
U+0010A4	4260	GEORGIAN CAPITAL LETTER EN
U+0010A5	4261	GEORGIAN CAPITAL LETTER VIN
U+0010A6	4262	GEORGIAN CAPITAL LETTER ZEN
U+0010A7	4263	GEORGIAN CAPITAL LETTER TAN
U+0010A8	4264	GEORGIAN CAPITAL LETTER IN
U+0010A9	4265	GEORGIAN CAPITAL LETTER KAN
U+0010AA	4266	GEORGIAN CAPITAL LETTER LAS
U+0010AB	4267	GEORGIAN CAPITAL LETTER MAN
U+0010AC	4268	GEORGIAN CAPITAL LETTER NAR
U+0010AD	4269	GEORGIAN CAPITAL LETTER ON
U+0010AE	4270	GEORGIAN CAPITAL LETTER PAR
U+0010AF	4271	GEORGIAN CAPITAL LETTER ZHAR
U+0010B0	4272	GEORGIAN CAPITAL LETTER RAE
U+0010B1	4273	GEORGIAN CAPITAL LETTER SAN
U+0010B2	4274	GEORGIAN CAPITAL LETTER TAR
U+0010B3	4275	GEORGIAN CAPITAL LETTER UN
U+0010B4	4276	GEORGIAN CAPITAL LETTER PHAR
U+0010B5	4277	GEORGIAN CAPITAL LETTER KHAR
U+0010B6	4278	GEORGIAN CAPITAL LETTER GHAN
U+0010B7	4279	GEORGIAN CAPITAL LETTER QAR
U+0010B8	4280	GEORGIAN CAPITAL LETTER SHIN
U+0010B9	4281	GEORGIAN CAPITAL LETTER CHIN
U+0010BA	4282	GEORGIAN CAPITAL LETTER CAN
U+0010BB	4283	GEORGIAN CAPITAL LETTER JIL
U+0010BC	4284	GEORGIAN CAPITAL LETTER CIL
U+0010BD	4285	GEORGIAN CAPITAL LETTER CHAR
U+0010BE	4286	GEORGIAN CAPITAL LETTER XAN
U+0010BF	4287	GEORGIAN CAPITAL LETTER JHAN
U+0010C0	4288	GEORGIAN CAPITAL LETTER HAE
U+0010C1	4289	GEORGIAN CAPITAL LETTER HE
U+0010C2	4290	GEORGIAN CAPITAL LETTER HIE
U+0010C3	4291	GEORGIAN CAPITAL LETTER WE
U+0010C4	4292	GEORGIAN CAPITAL LETTER HAR
U+0010C5	4293	GEORGIAN CAPITAL LETTER HOE
U+0010C7	4295	GEORGIAN CAPITAL LETTER YN
U+0010CD	4301	GEORGIAN CAPITAL LETTER AEN
U+0013A0	5024	CHEROKEE LETTER A
U+0013A1	5025	CHEROKEE LETTER E
U+0013A2	5026	CHEROKEE LETTER I
U+0013A3	5027	CHEROKEE LETTER O
U+0013A4	5028	CHEROKEE LETTER U
U+0013A5	5029	CHEROKEE LETTER V
U+0013A6	5030	CHEROKEE LETTER GA
U+0013A7	5031	CHEROKEE LETTER KA
U+0013A8	5032	CHEROKEE LETTER GE
U+0013A9	5033	CHEROKEE LETTER GI
U+0013AA	5034	CHEROKEE LETTER GO
U+0013AB	5035	CHEROKEE LETTER GU
U+0013AC	5036	CHEROKEE LETTER GV
U+0013AD	5037	CHEROKEE LETTER HA
U+0013AE	5038	CHEROKEE LETTER HE
U+0013AF	5039	CHEROKEE LETTER HI
U+0013B0	5040	CHEROKEE LETTER HO
U+0013B1	5041	CHEROKEE LETTER HU
U+0013B2	5042	CHEROKEE LETTER HV
U+0013B3	5043	CHEROKEE LETTER LA
U+0013B4	5044	CHEROKEE LETTER LE
U+0013B5	5045	CHEROKEE LETTER LI
U+0013B6	5046	CHEROKEE LETTER LO
U+0013B7	5047	CHEROKEE LETTER LU
U+0013B8	5048	CHEROKEE LETTER LV
U+0013B9	5049	CHEROKEE LETTER MA
U+0013BA	5050	CHEROKEE LETTER ME
U+0013BB	5051	CHEROKEE LETTER MI
U+0013BC	5052	CHEROKEE LETTER MO
U+0013BD	5053	CHEROKEE LETTER MU
U+0013BE	5054	CHEROKEE LETTER NA
U+0013BF	5055	CHEROKEE LETTER HNA
U+0013C0	5056	CHEROKEE LETTER NAH
U+0013C1	5057	CHEROKEE LETTER NE
U+0013C2	5058	CHEROKEE LETTER NI
U+0013C3	5059	CHEROKEE LETTER NO
U+0013C4	5060	CHEROKEE LETTER NU
U+0013C5	5061	CHEROKEE LETTER NV
U+0013C6	5062	CHEROKEE LETTER QUA
U+0013C7	5063	CHEROKEE LETTER QUE
U+0013C8	5064	CHEROKEE LETTER QUI
U+0013C9	5065	CHEROKEE LETTER QUO
U+0013CA	5066	CHEROKEE LETTER QUU
U+0013CB	5067	CHEROKEE LETTER QUV
U+0013CC	5068	CHEROKEE LETTER SA
U+0013CD	5069	CHEROKEE LETTER S
U+0013CE	5070	CHEROKEE LETTER SE
U+0013CF	5071	CHEROKEE LETTER SI
U+0013D0	5072	CHEROKEE LETTER SO
U+0013D1	5073	CHEROKEE LETTER SU
U+0013D2	5074	CHEROKEE LETTER SV
U+0013D3	5075	CHEROKEE LETTER DA
U+0013D4	5076	CHEROKEE LETTER TA
U+0013D5	5077	CHEROKEE LETTER DE
U+0013D6	5078	CHEROKEE LETTER TE
U+0013D7	5079	CHEROKEE LETTER DI
U+0013D8	5080	CHEROKEE LETTER TI
U+0013D9	5081	CHEROKEE LETTER DO
U+0013DA	5082	CHEROKEE LETTER DU
U+0013DB	5083	CHEROKEE LETTER DV
U+0013DC	5084	CHEROKEE LETTER DLA
U+0013DD	5085	CHEROKEE LETTER TLA
U+0013DE	5086	CHEROKEE LETTER TLE
U+0013DF	5087	CHEROKEE LETTER TLI
U+0013E0	5088	CHEROKEE LETTER TLO
U+0013E1	5089	CHEROKEE LETTER TLU
U+0013E2	5090	CHEROKEE LETTER TLV
U+0013E3	5091	CHEROKEE LETTER TSA
U+0013E4	5092	CHEROKEE LETTER TSE
U+0013E5	5093	CHEROKEE LETTER TSI
U+0013E6	5094	CHEROKEE LETTER TSO
U+0013E7	5095	CHEROKEE LETTER TSU
U+0013E8	5096	CHEROKEE LETTER TSV
U+0013E9	5097	CHEROKEE LETTER WA
U+0013EA	5098	CHEROKEE LETTER WE
U+0013EB	5099	CHEROKEE LETTER WI
U+0013EC	5100	CHEROKEE LETTER WO
U+0013ED	5101	CHEROKEE LETTER WU
U+0013EE	5102	CHEROKEE LETTER WV
U+0013EF	5103	CHEROKEE LETTER YA
U+0013F0	5104	CHEROKEE LETTER YE
U+0013F1	5105	CHEROKEE LETTER YI
U+0013F2	5106	CHEROKEE LETTER YO
U+0013F3	5107	CHEROKEE LETTER YU
U+0013F4	5108	CHEROKEE LETTER YV
U+0013F5	5109	CHEROKEE LETTER MV
U+001C90	7312	GEORGIAN MTAVRULI CAPITAL LETTER AN
U+001C91	7313	GEORGIAN MTAVRULI CAPITAL LETTER BAN
U+001C92	7314	GEORGIAN MTAVRULI CAPITAL LETTER GAN
U+001C93	7315	GEORGIAN MTAVRULI CAPITAL LETTER DON
U+001C94	7316	GEORGIAN MTAVRULI CAPITAL LETTER EN
U+001C95	7317	GEORGIAN MTAVRULI CAPITAL LETTER VIN
U+001C96	7318	GEORGIAN MTAVRULI CAPITAL LETTER ZEN
U+001C97	7319	GEORGIAN MTAVRULI CAPITAL LETTER TAN
U+001C98	7320	GEORGIAN MTAVRULI CAPITAL LETTER IN
U+001C99	7321	GEORGIAN MTAVRULI CAPITAL LETTER KAN
U+001C9A	7322	GEORGIAN MTAVRULI CAPITAL LETTER LAS
U+001C9B	7323	GEORGIAN MTAVRULI CAPITAL LETTER MAN
U+001C9C	7324	GEORGIAN MTAVRULI CAPITAL LETTER NAR
U+001C9D	7325	GEORGIAN MTAVRULI CAPITAL LETTER ON
U+001C9E	7326	GEORGIAN MTAVRULI CAPITAL LETTER PAR
U+001C9F	7327	GEORGIAN MTAVRULI CAPITAL LETTER ZHAR
U+001CA0	7328	GEORGIAN MTAVRULI CAPITAL LETTER RAE
U+001CA1	7329	GEORGIAN MTAVRULI CAPITAL LETTER SAN
U+001CA2	7330	GEORGIAN MTAVRULI CAPITAL LETTER TAR
U+001CA3	7331	GEORGIAN MTAVRULI CAPITAL LETTER UN
U+001CA4	7332	GEORGIAN MTAVRULI CAPITAL LETTER PHAR
U+001CA5	7333	GEORGIAN MTAVRULI CAPITAL LETTER KHAR
U+001CA6	7334	GEORGIAN MTAVRULI CAPITAL LETTER GHAN
U+001CA7	7335	GEORGIAN MTAVRULI CAPITAL LETTER QAR
U+001CA8	7336	GEORGIAN MTAVRULI CAPITAL LETTER SHIN
U+001CA9	7337	GEORGIAN MTAVRULI CAPITAL LETTER CHIN
U+001CAA	7338	GEORGIAN MTAVRULI CAPITAL LETTER CAN
U+001CAB	7339	GEORGIAN MTAVRULI CAPITAL LETTER JIL
U+001CAC	7340	GEORGIAN MTAVRULI CAPITAL LETTER CIL
U+001CAD	7341	GEORGIAN MTAVRULI CAPITAL LETTER CHAR
U+001CAE	7342	GEORGIAN MTAVRULI CAPITAL LETTER XAN
U+001CAF	7343	GEORGIAN MTAVRULI CAPITAL LETTER JHAN
U+001CB0	7344	GEORGIAN MTAVRULI CAPITAL LETTER HAE
U+001CB1	7345	GEORGIAN MTAVRULI CAPITAL LETTER HE
U+001CB2	7346	GEORGIAN MTAVRULI CAPITAL LETTER HIE
U+001CB3	7347	GEORGIAN MTAVRULI CAPITAL LETTER WE
U+001CB4	7348	GEORGIAN MTAVRULI CAPITAL LETTER HAR
U+001CB5	7349	GEORGIAN MTAVRULI CAPITAL LETTER HOE
U+001CB6	7350	GEORGIAN MTAVRULI CAPITAL LETTER FI
U+001CB7	7351	GEORGIAN MTAVRULI CAPITAL LETTER YN
U+001CB8	7352	GEORGIAN MTAVRULI CAPITAL LETTER ELIFI
U+001CB9	7353	GEORGIAN MTAVRULI CAPITAL LETTER TURNED GAN
U+001CBA	7354	GEORGIAN MTAVRULI CAPITAL LETTER AIN
U+001CBD	7357	GEORGIAN MTAVRULI CAPITAL LETTER AEN
U+001CBE	7358	GEORGIAN MTAVRULI CAPITAL LETTER HARD SIGN
U+001CBF	7359	GEORGIAN MTAVRULI CAPITAL LETTER LABIAL SIGN
U+001E00	7680	LATIN CAPITAL LETTER A WITH RING BELOW
U+001E02	7682	LATIN CAPITAL LETTER B WITH DOT ABOVE
U+001E04	7684	LATIN CAPITAL LETTER B WITH DOT BELOW
U+001E06	7686	LATIN CAPITAL LETTER B WITH LINE BELOW
U+001E08	7688	LATIN CAPITAL LETTER C WITH CEDILLA AND ACUTE
U+001E0A	7690	LATIN CAPITAL LETTER D WITH DOT ABOVE
U+001E0C	7692	LATIN CAPITAL LETTER D WITH DOT BELOW
U+001E0E	7694	LATIN CAPITAL LETTER D WITH LINE BELOW
U+001E10	7696	LATIN CAPITAL LETTER D WITH CEDILLA
U+001E12	7698	LATIN CAPITAL LETTER D WITH CIRCUMFLEX BELOW
U+001E14	7700	LATIN CAPITAL LETTER E WITH MACRON AND GRAVE
U+001E16	7702	LATIN CAPITAL LETTER E WITH MACRON AND ACUTE
U+001E18	7704	LATIN CAPITAL LETTER E WITH CIRCUMFLEX BELOW
U+001E1A	7706	LATIN CAPITAL LETTER E WITH TILDE BELOW
U+001E1C	7708	LATIN CAPITAL LETTER E WITH CEDILLA AND BREVE
U+001E1E	7710	LATIN CAPITAL LETTER F WITH DOT ABOVE
U+001E20	7712	LATIN CAPITAL LETTER G WITH MACRON
U+001E22	7714	LATIN CAPITAL LETTER H WITH DOT ABOVE
U+001E24	7716	LATIN CAPITAL LETTER H WITH DOT BELOW
U+001E26	7718	LATIN CAPITAL LETTER H WITH DIAERESIS
U+001E28	7720	LATIN CAPITAL LETTER H WITH CEDILLA
U+001E2A	7722	LATIN CAPITAL LETTER H WITH BREVE BELOW
U+001E2C	7724	LATIN CAPITAL LETTER I WITH TILDE BELOW
U+001E2E	7726	LATIN CAPITAL LETTER I WITH DIAERESIS AND ACUTE
U+001E30	7728	LATIN CAPITAL LETTER K WITH ACUTE
U+001E32	7730	LATIN CAPITAL LETTER K WITH DOT BELOW
U+001E34	7732	LATIN CAPITAL LETTER K WITH LINE BELOW
U+001E36	7734	LATIN CAPITAL LETTER L WITH DOT BELOW
U+001E38	7736	LATIN CAPITAL LETTER L WITH DOT BELOW AND MACRON
U+001E3A	7738	LATIN CAPITAL LETTER L WITH LINE BELOW
U+001E3C	7740	LATIN CAPITAL LETTER L WITH CIRCUMFLEX BELOW
U+001E3E	7742	LATIN CAPITAL LETTER M WITH ACUTE
U+001E40	7744	LATIN CAPITAL LETTER M WITH DOT ABOVE
U+001E42	7746	LATIN CAPITAL LETTER M WITH DOT BELOW
U+001E44	7748	LATIN CAPITAL LETTER N WITH DOT ABOVE
U+001E46	7750	LATIN CAPITAL LETTER N WITH DOT BELOW
U+001E48	7752	LATIN CAPITAL LETTER N WITH LINE BELOW
U+001E4A	7754	LATIN CAPITAL LETTER N WITH CIRCUMFLEX BELOW
U+001E4C	7756	LATIN CAPITAL LETTER O WITH TILDE AND ACUTE
U+001E4E	7758	LATIN CAPITAL LETTER O WITH TILDE AND DIAERESIS
U+001E50	7760	LATIN CAPITAL LETTER O WITH MACRON AND GRAVE
U+001E52	7762	LATIN CAPITAL LETTER O WITH MACRON AND ACUTE
U+001E54	7764	LATIN CAPITAL LETTER P WITH ACUTE
U+001E56	7766	LATIN CAPITAL LETTER P WITH DOT ABOVE
U+001E58	7768	LATIN CAPITAL LETTER R WITH DOT ABOVE
U+001E5A	7770	LATIN CAPITAL LETTER R WITH DOT BELOW
U+001E5C	7772	LATIN CAPITAL LETTER R WITH DOT BELOW AND MACRON
U+001E5E	7774	LATIN CAPITAL LETTER R WITH LINE BELOW
U+001E60	7776	LATIN CAPITAL LETTER S WITH DOT ABOVE
U+001E62	7778	LATIN CAPITAL LETTER S WITH DOT BELOW
U+001E64	7780	LATIN CAPITAL LETTER S WITH ACUTE AND DOT ABOVE
U+001E66	7782	LATIN CAPITAL LETTER S WITH CARON AND DOT ABOVE
U+001E68	7784	LATIN CAPITAL LETTER S WITH DOT BELOW AND DOT ABOVE
U+001E6A	7786	LATIN CAPITAL LETTER T WITH DOT ABOVE
U+001E6C	7788	LATIN CAPITAL LETTER T WITH DOT BELOW
U+001E6E	7790	LATIN CAPITAL LETTER T WITH LINE BELOW
U+001E70	7792	LATIN CAPITAL LETTER T WITH CIRCUMFLEX BELOW
U+001E72	7794	LATIN CAPITAL LETTER U WITH DIAERESIS BELOW
U+001E74	7796	LATIN CAPITAL LETTER U WITH TILDE BELOW
U+001E76	7798	LATIN CAPITAL LETTER U WITH CIRCUMFLEX BELOW
U+001E78	7800	LATIN CAPITAL LETTER U WITH TILDE AND ACUTE
U+001E7A	7802	LATIN CAPITAL LETTER U WITH MACRON AND DIAERESIS
U+001E7C	7804	LATIN CAPITAL LETTER V WITH TILDE
U+001E7E	7806	LATIN CAPITAL LETTER V WITH DOT BELOW
U+001E80	7808	LATIN CAPITAL LETTER W WITH GRAVE
U+001E82	7810	LATIN CAPITAL LETTER W WITH ACUTE
U+001E84	7812	LATIN CAPITAL LETTER W WITH DIAERESIS
U+001E86	7814	LATIN CAPITAL LETTER W WITH DOT ABOVE
U+001E88	7816	LATIN CAPITAL LETTER W WITH DOT BELOW
U+001E8A	7818	LATIN CAPITAL LETTER X WITH DOT ABOVE
U+001E8C	7820	LATIN CAPITAL LETTER X WITH DIAERESIS
U+001E8E	7822	LATIN CAPITAL LETTER Y WITH DOT ABOVE
U+001E90	7824	LATIN CAPITAL LETTER Z WITH CIRCUMFLEX
U+001E92	7826	LATIN CAPITAL LETTER Z WITH DOT BELOW
U+001E94	7828	LATIN CAPITAL LETTER Z WITH LINE BELOW
U+001E9E	7838	LATIN CAPITAL LETTER SHARP S
U+001EA0	7840	LATIN CAPITAL LETTER A WITH DOT BELOW
U+001EA2	7842	LATIN CAPITAL LETTER A WITH HOOK ABOVE
U+001EA4	7844	LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND ACUTE
U+001EA6	7846	LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND GRAVE
U+001EA8	7848	LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND HOOK ABOVE
U+001EAA	7850	LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND TILDE
U+001EAC	7852	LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND DOT BELOW
U+001EAE	7854	LATIN CAPITAL LETTER A WITH BREVE AND ACUTE
U+001EB0	7856	LATIN CAPITAL LETTER A WITH BREVE AND GRAVE
U+001EB2	7858	LATIN CAPITAL LETTER A WITH BREVE AND HOOK ABOVE
U+001EB4	7860	LATIN CAPITAL LETTER A WITH BREVE AND TILDE
U+001EB6	7862	LATIN CAPITAL LETTER A WITH BREVE AND DOT BELOW
U+001EB8	7864	LATIN CAPITAL LETTER E WITH DOT BELOW
U+001EBA	7866	LATIN CAPITAL LETTER E WITH HOOK ABOVE
U+001EBC	7868	LATIN CAPITAL LETTER E WITH TILDE
U+001EBE	7870	LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND ACUTE
U+001EC0	7872	LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND GRAVE
U+001EC2	7874	LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND HOOK ABOVE
U+001EC4	7876	LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND TILDE
U+001EC6	7878	LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND DOT BELOW
U+001EC8	7880	LATIN CAPITAL LETTER I WITH HOOK ABOVE
U+001ECA	7882	LATIN CAPITAL LETTER I WITH DOT BELOW
U+001ECC	7884	LATIN CAPITAL LETTER O WITH DOT BELOW
U+001ECE	7886	LATIN CAPITAL LETTER O WITH HOOK ABOVE
U+001ED0	7888	LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND ACUTE
U+001ED2	7890	LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND GRAVE
U+001ED4	7892	LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND HOOK ABOVE
U+001ED6	7894	LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND TILDE
U+001ED8	7896	LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND DOT BELOW
U+001EDA	7898	LATIN CAPITAL LETTER O WITH HORN AND ACUTE
U+001EDC	7900	LATIN CAPITAL LETTER O WITH HORN AND GRAVE
U+001EDE	7902	LATIN CAPITAL LETTER O WITH HORN AND HOOK ABOVE
U+001EE0	7904	LATIN CAPITAL LETTER O WITH HORN AND TILDE
U+001EE2	7906	LATIN CAPITAL LETTER O WITH HORN AND DOT BELOW
U+001EE4	7908	LATIN CAPITAL LETTER U WITH DOT BELOW
U+001EE6	7910	LATIN CAPITAL LETTER U WITH HOOK ABOVE
U+001EE8	7912	LATIN CAPITAL LETTER U WITH HORN AND ACUTE
U+001EEA	7914	LATIN CAPITAL LETTER U WITH HORN AND GRAVE
U+001EEC	7916	LATIN CAPITAL LETTER U WITH HORN AND HOOK ABOVE
U+001EEE	7918	LATIN CAPITAL LETTER U WITH HORN AND TILDE
U+001EF0	7920	LATIN CAPITAL LETTER U WITH HORN AND DOT BELOW
U+001EF2	7922	LATIN CAPITAL LETTER Y WITH GRAVE
U+001EF4	7924	LATIN CAPITAL LETTER Y WITH DOT BELOW
U+001EF6	7926	LATIN CAPITAL LETTER Y WITH HOOK ABOVE
U+001EF8	7928	LATIN CAPITAL LETTER Y WITH TILDE
U+001EFA	7930	LATIN CAPITAL LETTER MIDDLE-WELSH LL
U+001EFC	7932	LATIN CAPITAL LETTER MIDDLE-WELSH V
U+001EFE	7934	LATIN CAPITAL LETTER Y WITH LOOP
U+001F08	7944	GREEK CAPITAL LETTER ALPHA WITH PSILI
U+001F09	7945	GREEK CAPITAL LETTER ALPHA WITH DASIA
U+001F0A	7946	GREEK CAPITAL LETTER ALPHA WITH PSILI AND VARIA
U+001F0B	7947	GREEK CAPITAL LETTER ALPHA WITH DASIA AND VARIA
U+001F0C	7948	GREEK CAPITAL LETTER ALPHA WITH PSILI AND OXIA
U+001F0D	7949	GREEK CAPITAL LETTER ALPHA WITH DASIA AND OXIA
U+001F0E	7950	GREEK CAPITAL LETTER ALPHA WITH PSILI AND PERISPOMENI
U+001F0F	7951	GREEK CAPITAL LETTER ALPHA WITH DASIA AND PERISPOMENI
U+001F18	7960	GREEK CAPITAL LETTER EPSILON WITH PSILI
U+001F19	7961	GREEK CAPITAL LETTER EPSILON WITH DASIA
U+001F1A	7962	GREEK CAPITAL LETTER EPSILON WITH PSILI AND VARIA
U+001F1B	7963	GREEK CAPITAL LETTER EPSILON WITH DASIA AND VARIA
U+001F1C	7964	GREEK CAPITAL LETTER EPSILON WITH PSILI AND OXIA
U+001F1D	7965	GREEK CAPITAL LETTER EPSILON WITH DASIA AND OXIA
U+001F28	7976	GREEK CAPITAL LETTER ETA WITH PSILI
U+001F29	7977	GREEK CAPITAL LETTER ETA WITH DASIA
U+001F2A	7978	GREEK CAPITAL LETTER ETA WITH PSILI AND VARIA
U+001F2B	7979	GREEK CAPITAL LETTER ETA WITH DASIA AND VARIA
U+001F2C	7980	GREEK CAPITAL LETTER ETA WITH PSILI AND OXIA
U+001F2D	7981	GREEK CAPITAL LETTER ETA WITH DASIA AND OXIA
U+001F2E	7982	GREEK CAPITAL LETTER ETA WITH PSILI AND PERISPOMENI
U+001F2F	7983	GREEK CAPITAL LETTER ETA WITH DASIA AND PERISPOMENI
U+001F38	7992	GREEK CAPITAL LETTER IOTA WITH PSILI
U+001F39	7993	GREEK CAPITAL LETTER IOTA WITH DASIA
U+001F3A	7994	GREEK CAPITAL LETTER IOTA WITH PSILI AND VARIA
U+001F3B	7995	GREEK CAPITAL LETTER IOTA WITH DASIA AND VARIA
U+001F3C	7996	GREEK CAPITAL LETTER IOTA WITH PSILI AND OXIA
U+001F3D	7997	GREEK CAPITAL LETTER IOTA WITH DASIA AND OXIA
U+001F3E	7998	GREEK CAPITAL LETTER IOTA WITH PSILI AND PERISPOMENI
U+001F3F	7999	GREEK CAPITAL LETTER IOTA WITH DASIA AND PERISPOMENI
U+001F48	8008	GREEK CAPITAL LETTER OMICRON WITH PSILI
U+001F49	8009	GREEK CAPITAL LETTER OMICRON WITH DASIA
U+001F4A	8010	GREEK CAPITAL LETTER OMICRON WITH PSILI AND VARIA
U+001F4B	8011	GREEK CAPITAL LETTER OMICRON WITH DASIA AND VARIA
U+001F4C	8012	GREEK CAPITAL LETTER OMICRON WITH PSILI AND OXIA
U+001F4D	8013	GREEK CAPITAL LETTER OMICRON WITH DASIA AND OXIA
U+001F59	8025	GREEK CAPITAL LETTER UPSILON WITH DASIA
U+001F5B	8027	GREEK CAPITAL LETTER UPSILON WITH DASIA AND VARIA
U+001F5D	8029	GREEK CAPITAL LETTER UPSILON WITH DASIA AND OXIA
U+001F5F	8031	GREEK CAPITAL LETTER UPSILON WITH DASIA AND PERISPOMENI
U+001F68	8040	GREEK CAPITAL LETTER OMEGA WITH PSILI
U+001F69	8041	GREEK CAPITAL LETTER OMEGA WITH DASIA
U+001F6A	8042	GREEK CAPITAL LETTER OMEGA WITH PSILI AND VARIA
U+001F6B	8043	GREEK CAPITAL LETTER OMEGA WITH DASIA AND VARIA
U+001F6C	8044	GREEK CAPITAL LETTER OMEGA WITH PSILI AND OXIA
U+001F6D	8045	GREEK CAPITAL LETTER OMEGA WITH DASIA AND OXIA
U+001F6E	8046	GREEK CAPITAL LETTER OMEGA WITH PSILI AND PERISPOMENI
U+001F6F	8047	GREEK CAPITAL LETTER OMEGA WITH DASIA AND PERISPOMENI
U+001FB8	8120	GREEK CAPITAL LETTER ALPHA WITH VRACHY
U+001FB9	8121	GREEK CAPITAL LETTER ALPHA WITH MACRON
U+001FBA	8122	GREEK CAPITAL LETTER ALPHA WITH VARIA
U+001FBB	8123	GREEK CAPITAL LETTER ALPHA WITH OXIA
U+001FC8	8136	GREEK CAPITAL LETTER EPSILON WITH VARIA
U+001FC9	8137	GREEK CAPITAL LETTER EPSILON WITH OXIA
U+001FCA	8138	GREEK CAPITAL LETTER ETA WITH VARIA
U+001FCB	8139	GREEK CAPITAL LETTER ETA WITH OXIA
U+001FD8	8152	GREEK CAPITAL LETTER IOTA WITH VRACHY
U+001FD9	8153	GREEK CAPITAL LETTER IOTA WITH MACRON
U+001FDA	8154	GREEK CAPITAL LETTER IOTA WITH VARIA
U+001FDB	8155	GREEK CAPITAL LETTER IOTA WITH OXIA
U+001FE8	8168	GREEK CAPITAL LETTER UPSILON WITH VRACHY
U+001FE9	8169	GREEK CAPITAL LETTER UPSILON WITH MACRON
U+001FEA	8170	GREEK CAPITAL LETTER UPSILON WITH VARIA
U+001FEB	8171	GREEK CAPITAL LETTER UPSILON WITH OXIA
U+001FEC	8172	GREEK CAPITAL LETTER RHO WITH DASIA
U+001FF8	8184	GREEK CAPITAL LETTER OMICRON WITH VARIA
U+001FF9	8185	GREEK CAPITAL LETTER OMICRON WITH OXIA
U+001FFA	8186	GREEK CAPITAL LETTER OMEGA WITH VARIA
U+001FFB	8187	GREEK CAPITAL LETTER OMEGA WITH OXIA
U+002102	8450	DOUBLE-STRUCK CAPITAL C
U+002107	8455	EULER CONSTANT
U+00210B	8459	SCRIPT CAPITAL H
U+00210C	8460	BLACK-LETTER CAPITAL H
U+00210D	8461	DOUBLE-STRUCK CAPITAL H
U+002110	8464	SCRIPT CAPITAL I
U+002111	8465	BLACK-LETTER CAPITAL I
U+002112	8466	SCRIPT CAPITAL L
U+002115	8469	DOUBLE-STRUCK CAPITAL N
U+002119	8473	DOUBLE-STRUCK CAPITAL P
U+00211A	8474	DOUBLE-STRUCK CAPITAL Q
U+00211B	8475	SCRIPT CAPITAL R
