Hex	Decimal	Name
U+00211C	8476	BLACK-LETTER CAPITAL R
U+00211D	8477	DOUBLE-STRUCK CAPITAL R
U+002124	8484	DOUBLE-STRUCK CAPITAL Z
U+002126	8486	OHM SIGN
U+002128	8488	BLACK-LETTER CAPITAL Z
U+00212A	8490	KELVIN SIGN
U+00212B	8491	ANGSTROM SIGN
U+00212C	8492	SCRIPT CAPITAL B
U+00212D	8493	BLACK-LETTER CAPITAL C
U+002130	8496	SCRIPT CAPITAL E
U+002131	8497	SCRIPT CAPITAL F
U+002132	8498	TURNED CAPITAL F
U+002133	8499	SCRIPT CAPITAL M
U+00213E	8510	DOUBLE-STRUCK CAPITAL GAMMA
U+00213F	8511	DOUBLE-STRUCK CAPITAL PI
U+002145	8517	DOUBLE-STRUCK ITALIC CAPITAL D
U+002183	8579	ROMAN NUMERAL REVERSED ONE HUNDRED
U+002C00	11264	GLAGOLITIC CAPITAL LETTER AZU
U+002C01	11265	GLAGOLITIC CAPITAL LETTER BUKY
U+002C02	11266	GLAGOLITIC CAPITAL LETTER VEDE
U+002C03	11267	GLAGOLITIC CAPITAL LETTER GLAGOLI
U+002C04	11268	GLAGOLITIC CAPITAL LETTER DOBRO
U+002C05	11269	GLAGOLITIC CAPITAL LETTER YESTU
U+002C06	11270	GLAGOLITIC CAPITAL LETTER ZHIVETE
U+002C07	11271	GLAGOLITIC CAPITAL LETTER DZELO
U+002C08	11272	GLAGOLITIC CAPITAL LETTER ZEMLJA
U+002C09	11273	GLAGOLITIC CAPITAL LETTER IZHE
U+002C0A	11274	GLAGOLITIC CAPITAL LETTER INITIAL IZHE
U+002C0B	11275	GLAGOLITIC CAPITAL LETTER I
U+002C0C	11276	GLAGOLITIC CAPITAL LETTER DJERVI
U+002C0D	11277	GLAGOLITIC CAPITAL LETTER KAKO
U+002C0E	11278	GLAGOLITIC CAPITAL LETTER LJUDIJE
U+002C0F	11279	GLAGOLITIC CAPITAL LETTER MYSLITE
U+002C10	11280	GLAGOLITIC CAPITAL LETTER NASHI
U+002C11	11281	GLAGOLITIC CAPITAL LETTER ONU
U+002C12	11282	GLAGOLITIC CAPITAL LETTER POKOJI
U+002C13	11283	GLAGOLITIC CAPITAL LETTER RITSI
U+002C14	11284	GLAGOLITIC CAPITAL LETTER SLOVO
U+002C15	11285	GLAGOLITIC CAPITAL LETTER TVRIDO
U+002C16	11286	GLAGOLITIC CAPITAL LETTER UKU
U+002C17	11287	GLAGOLITIC CAPITAL LETTER FRITU
U+002C18	11288	GLAGOLITIC CAPITAL LETTER HERU
U+002C19	11289	GLAGOLITIC CAPITAL LETTER OTU
U+002C1A	11290	GLAGOLITIC CAPITAL LETTER PE
U+002C1B	11291	GLAGOLITIC CAPITAL LETTER SHTA
U+002C1C	11292	GLAGOLITIC CAPITAL LETTER TSI
U+002C1D	11293	GLAGOLITIC CAPITAL LETTER CHRIVI
U+002C1E	11294	GLAGOLITIC CAPITAL LETTER SHA
U+002C1F	11295	GLAGOLITIC CAPITAL LETTER YERU
U+002C20	11296	GLAGOLITIC CAPITAL LETTER YERI
U+002C21	11297	GLAGOLITIC CAPITAL LETTER YATI
U+002C22	11298	GLAGOLITIC CAPITAL LETTER SPIDERY HA
U+002C23	11299	GLAGOLITIC CAPITAL LETTER YU
U+002C24	11300	GLAGOLITIC CAPITAL LETTER SMALL YUS
U+002C25	11301	GLAGOLITIC CAPITAL LETTER SMALL YUS WITH TAIL
U+002C26	11302	GLAGOLITIC CAPITAL LETTER YO
U+002C27	11303	GLAGOLITIC CAPITAL LETTER IOTATED SMALL YUS
U+002C28	11304	GLAGOLITIC CAPITAL LETTER BIG YUS
U+002C29	11305	GLAGOLITIC CAPITAL LETTER IOTATED BIG YUS
U+002C2A	11306	GLAGOLITIC CAPITAL LETTER FITA
U+002C2B	11307	GLAGOLITIC CAPITAL LETTER IZHITSA
U+002C2C	11308	GLAGOLITIC CAPITAL LETTER SHTAPIC
U+002C2D	11309	GLAGOLITIC CAPITAL LETTER TROKUTASTI A
U+002C2E	11310	GLAGOLITIC CAPITAL LETTER LATINATE MYSLITE
U+002C2F	11311	GLAGOLITIC CAPITAL LETTER CAUDATE CHRIVI
U+002C60	11360	LATIN CAPITAL LETTER L WITH DOUBLE BAR
U+002C62	11362	LATIN CAPITAL LETTER L WITH MIDDLE TILDE
U+002C63	11363	LATIN CAPITAL LETTER P WITH STROKE
U+002C64	11364	LATIN CAPITAL LETTER R WITH TAIL
U+002C67	11367	LATIN CAPITAL LETTER H WITH DESCENDER
U+002C69	11369	LATIN CAPITAL LETTER K WITH DESCENDER
U+002C6B	11371	LATIN CAPITAL LETTER Z WITH DESCENDER
U+002C6D	11373	LATIN CAPITAL LETTER ALPHA
U+002C6E	11374	LATIN CAPITAL LETTER M WITH HOOK
U+002C6F	11375	LATIN CAPITAL LETTER TURNED A
U+002C70	11376	LATIN CAPITAL LETTER TURNED ALPHA
U+002C72	11378	LATIN CAPITAL LETTER W WITH HOOK
U+002C75	11381	LATIN CAPITAL LETTER HALF H
U+002C7E	11390	LATIN CAPITAL LETTER S WITH SWASH TAIL
U+002C7F	11391	LATIN CAPITAL LETTER Z WITH SWASH TAIL
U+002C80	11392	COPTIC CAPITAL LETTER ALFA
U+002C82	11394	COPTIC CAPITAL LETTER VIDA
U+002C84	11396	COPTIC CAPITAL LETTER GAMMA
U+002C86	11398	COPTIC CAPITAL LETTER DALDA
U+002C88	11400	COPTIC CAPITAL LETTER EIE
U+002C8A	11402	COPTIC CAPITAL LETTER SOU
U+002C8C	11404	COPTIC CAPITAL LETTER ZATA
U+002C8E	11406	COPTIC CAPITAL LETTER HATE
U+002C90	11408	COPTIC CAPITAL LETTER THETHE
U+002C92	11410	COPTIC CAPITAL LETTER IAUDA
U+002C94	11412	COPTIC CAPITAL LETTER KAPA
U+002C96	11414	COPTIC CAPITAL LETTER LAULA
U+002C98	11416	COPTIC CAPITAL LETTER MI
U+002C9A	11418	COPTIC CAPITAL LETTER NI
U+002C9C	11420	COPTIC CAPITAL LETTER KSI
U+002C9E	11422	COPTIC CAPITAL LETTER O
U+002CA0	11424	COPTIC CAPITAL LETTER PI
U+002CA2	11426	COPTIC CAPITAL LETTER RO
U+002CA4	11428	COPTIC CAPITAL LETTER SIMA
U+002CA6	11430	COPTIC CAPITAL LETTER TAU
U+002CA8	11432	COPTIC CAPITAL LETTER UA
U+002CAA	11434	COPTIC CAPITAL LETTER FI
U+002CAC	11436	COPTIC CAPITAL LETTER KHI
U+002CAE	11438	COPTIC CAPITAL LETTER PSI
U+002CB0	11440	COPTIC CAPITAL LETTER OOU
U+002CB2	11442	COPTIC CAPITAL LETTER DIALECT-P ALEF
U+002CB4	11444	COPTIC CAPITAL LETTER OLD COPTIC AIN
U+002CB6	11446	COPTIC CAPITAL LETTER CRYPTOGRAMMIC EIE
U+002CB8	11448	COPTIC CAPITAL LETTER DIALECT-P KAPA
U+002CBA	11450	COPTIC CAPITAL LETTER DIALECT-P NI
U+002CBC	11452	COPTIC CAPITAL LETTER CRYPTOGRAMMIC NI
U+002CBE	11454	COPTIC CAPITAL LETTER OLD COPTIC OOU
U+002CC0	11456	COPTIC CAPITAL LETTER SAMPI
U+002CC2	11458	COPTIC CAPITAL LETTER CROSSED SHEI
U+002CC4	11460	COPTIC CAPITAL LETTER OLD COPTIC SHEI
U+002CC6	11462	COPTIC CAPITAL LETTER OLD COPTIC ESH
U+002CC8	11464	COPTIC CAPITAL LETTER AKHMIMIC KHEI
U+002CCA	11466	COPTIC CAPITAL LETTER DIALECT-P HORI
U+002CCC	11468	COPTIC CAPITAL LETTER OLD COPTIC HORI
U+002CCE	11470	COPTIC CAPITAL LETTER OLD COPTIC HA
U+002CD0	11472	COPTIC CAPITAL LETTER L-SHAPED HA
U+002CD2	11474	COPTIC CAPITAL LETTER OLD COPTIC HEI
U+002CD4	11476	COPTIC CAPITAL LETTER OLD COPTIC HAT
U+002CD6	11478	COPTIC CAPITAL LETTER OLD COPTIC GANGIA
U+002CD8	11480	COPTIC CAPITAL LETTER OLD COPTIC DJA
U+002CDA	11482	COPTIC CAPITAL LETTER OLD COPTIC SHIMA
U+002CDC	11484	COPTIC CAPITAL LETTER OLD NUBIAN SHIMA
U+002CDE	11486	COPTIC CAPITAL LETTER OLD NUBIAN NGI
U+002CE0	11488	COPTIC CAPITAL LETTER OLD NUBIAN NYI
U+002CE2	11490	COPTIC CAPITAL LETTER OLD NUBIAN WAU
U+002CEB	11499	COPTIC CAPITAL LETTER CRYPTOGRAMMIC SHEI
U+002CED	11501	COPTIC CAPITAL LETTER CRYPTOGRAMMIC GANGIA
U+002CF2	11506	COPTIC CAPITAL LETTER BOHAIRIC KHEI
U+00A640	42560	CYRILLIC CAPITAL LETTER ZEMLYA
U+00A642	42562	CYRILLIC CAPITAL LETTER DZELO
U+00A644	42564	CYRILLIC CAPITAL LETTER REVERSED DZE
U+00A646	42566	CYRILLIC CAPITAL LETTER IOTA
U+00A648	42568	CYRILLIC CAPITAL LETTER DJERV
U+00A64A	42570	CYRILLIC CAPITAL LETTER MONOGRAPH UK
U+00A64C	42572	CYRILLIC CAPITAL LETTER BROAD OMEGA
U+00A64E	42574	CYRILLIC CAPITAL LETTER NEUTRAL YER
U+00A650	42576	CYRILLIC CAPITAL LETTER YERU WITH BACK YER
U+00A652	42578	CYRILLIC CAPITAL LETTER IOTIFIED YAT
U+00A654	42580	CYRILLIC CAPITAL LETTER REVERSED YU
U+00A656	42582	CYRILLIC CAPITAL LETTER IOTIFIED A
U+00A658	42584	CYRILLIC CAPITAL LETTER CLOSED LITTLE YUS
U+00A65A	42586	CYRILLIC CAPITAL LETTER BLENDED YUS
U+00A65C	42588	CYRILLIC CAPITAL LETTER IOTIFIED CLOSED LITTLE YUS
U+00A65E	42590	CYRILLIC CAPITAL LETTER YN
U+00A660	42592	CYRILLIC CAPITAL LETTER REVERSED TSE
U+00A662	42594	CYRILLIC CAPITAL LETTER SOFT DE
U+00A664	42596	CYRILLIC CAPITAL LETTER SOFT EL
U+00A666	42598	CYRILLIC CAPITAL LETTER SOFT EM
U+00A668	42600	CYRILLIC CAPITAL LETTER MONOCULAR O
U+00A66A	42602	CYRILLIC CAPITAL LETTER BINOCULAR O
U+00A66C	42604	CYRILLIC CAPITAL LETTER DOUBLE MONOCULAR O
U+00A680	42624	CYRILLIC CAPITAL LETTER DWE
U+00A682	42626	CYRILLIC CAPITAL LETTER DZWE
U+00A684	42628	CYRILLIC CAPITAL LETTER ZHWE
U+00A686	42630	CYRILLIC CAPITAL LETTER CCHE
U+00A688	42632	CYRILLIC CAPITAL LETTER DZZE
U+00A68A	42634	CYRILLIC CAPITAL LETTER TE WITH MIDDLE HOOK
U+00A68C	42636	CYRILLIC CAPITAL LETTER TWE
U+00A68E	42638	CYRILLIC CAPITAL LETTER TSWE
U+00A690	42640	CYRILLIC CAPITAL LETTER TSSE
U+00A692	42642	CYRILLIC CAPITAL LETTER TCHE
U+00A694	42644	CYRILLIC CAPITAL LETTER HWE
U+00A696	42646	CYRILLIC CAPITAL LETTER SHWE
U+00A698	42648	CYRILLIC CAPITAL LETTER DOUBLE O
U+00A69A	42650	CYRILLIC CAPITAL LETTER CROSSED O
U+00A722	42786	LATIN CAPITAL LETTER EGYPTOLOGICAL ALEF
U+00A724	42788	LATIN CAPITAL LETTER EGYPTOLOGICAL AIN
U+00A726	42790	LATIN CAPITAL LETTER HENG
U+00A728	42792	LATIN CAPITAL LETTER TZ
U+00A72A	42794	LATIN CAPITAL LETTER TRESILLO
U+00A72C	42796	LATIN CAPITAL LETTER CUATRILLO
U+00A72E	42798	LATIN CAPITAL LETTER CUATRILLO WITH COMMA
U+00A732	42802	LATIN CAPITAL LETTER AA
U+00A734	42804	LATIN CAPITAL LETTER AO
U+00A736	42806	LATIN CAPITAL LETTER AU
U+00A738	42808	LATIN CAPITAL LETTER AV
U+00A73A	42810	LATIN CAPITAL LETTER AV WITH HORIZONTAL BAR
U+00A73C	42812	LATIN CAPITAL LETTER AY
U+00A73E	42814	LATIN CAPITAL LETTER REVERSED C WITH DOT
U+00A740	42816	LATIN CAPITAL LETTER K WITH STROKE
U+00A742	42818	LATIN CAPITAL LETTER K WITH DIAGONAL STROKE
U+00A744	42820	LATIN CAPITAL LETTER K WITH STROKE AND DIAGONAL STROKE
U+00A746	42822	LATIN CAPITAL LETTER BROKEN L
U+00A748	42824	LATIN CAPITAL LETTER L WITH HIGH STROKE
U+00A74A	42826	LATIN CAPITAL LETTER O WITH LONG STROKE OVERLAY
U+00A74C	42828	LATIN CAPITAL LETTER O WITH LOOP
U+00A74E	42830	LATIN CAPITAL LETTER OO
U+00A750	42832	LATIN CAPITAL LETTER P WITH STROKE THROUGH DESCENDER
U+00A752	42834	LATIN CAPITAL LETTER P WITH FLOURISH
U+00A754	42836	LATIN CAPITAL LETTER P WITH SQUIRREL TAIL
U+00A756	42838	LATIN CAPITAL LETTER Q WITH STROKE THROUGH DESCENDER
U+00A758	42840	LATIN CAPITAL LETTER Q WITH DIAGONAL STROKE
U+00A75A	42842	LATIN CAPITAL LETTER R ROTUNDA
U+00A75C	42844	LATIN CAPITAL LETTER RUM ROTUNDA
U+00A75E	42846	LATIN CAPITAL LETTER V WITH DIAGONAL STROKE
U+00A760	42848	LATIN CAPITAL LETTER VY
U+00A762	42850	LATIN CAPITAL LETTER VISIGOTHIC Z
U+00A764	42852	LATIN CAPITAL LETTER THORN WITH STROKE
U+00A766	42854	LATIN CAPITAL LETTER THORN WITH STROKE THROUGH DESCENDER
U+00A768	42856	LATIN CAPITAL LETTER VEND
U+00A76A	42858	LATIN CAPITAL LETTER ET
U+00A76C	42860	LATIN CAPITAL LETTER IS
U+00A76E	42862	LATIN CAPITAL LETTER CON
U+00A779	42873	LATIN CAPITAL LETTER INSULAR D
U+00A77B	42875	LATIN CAPITAL LETTER INSULAR F
U+00A77D	42877	LATIN CAPITAL LETTER INSULAR G
U+00A77E	42878	LATIN CAPITAL LETTER TURNED INSULAR G
U+00A780	42880	LATIN CAPITAL LETTER TURNED L
U+00A782	42882	LATIN CAPITAL LETTER INSULAR R
U+00A784	42884	LATIN CAPITAL LETTER INSULAR S
U+00A786	42886	LATIN CAPITAL LETTER INSULAR T
U+00A78B	42891	LATIN CAPITAL LETTER SALTILLO
U+00A78D	42893	LATIN CAPITAL LETTER TURNED H
U+00A790	42896	LATIN CAPITAL LETTER N WITH DESCENDER
U+00A792	42898	LATIN CAPITAL LETTER C WITH BAR
U+00A796	42902	LATIN CAPITAL LETTER B WITH FLOURISH
U+00A798	42904	LATIN CAPITAL LETTER F WITH STROKE
U+00A79A	42906	LATIN CAPITAL LETTER VOLAPUK AE
U+00A79C	42908	LATIN CAPITAL LETTER VOLAPUK OE
U+00A79E	42910	LATIN CAPITAL LETTER VOLAPUK UE
U+00A7A0	42912	LATIN CAPITAL LETTER G WITH OBLIQUE STROKE
U+00A7A2	42914	LATIN CAPITAL LETTER K WITH OBLIQUE STROKE
U+00A7A4	42916	LATIN CAPITAL LETTER N WITH OBLIQUE STROKE
U+00A7A6	42918	LATIN CAPITAL LETTER R WITH OBLIQUE STROKE
U+00A7A8	42920	LATIN CAPITAL LETTER S WITH OBLIQUE STROKE
U+00A7AA	42922	LATIN CAPITAL LETTER H WITH HOOK
U+00A7AB	42923	LATIN CAPITAL LETTER REVERSED OPEN E
U+00A7AC	42924	LATIN CAPITAL LETTER SCRIPT G
U+00A7AD	42925	LATIN CAPITAL LETTER L WITH BELT
U+00A7AE	42926	LATIN CAPITAL LETTER SMALL CAPITAL I
U+00A7B0	42928	LATIN CAPITAL LETTER TURNED K
U+00A7B1	42929	LATIN CAPITAL LETTER TURNED T
U+00A7B2	42930	LATIN CAPITAL LETTER J WITH CROSSED-TAIL
U+00A7B3	42931	LATIN CAPITAL LETTER CHI
U+00A7B4	42932	LATIN CAPITAL LETTER BETA
U+00A7B6	42934	LATIN CAPITAL LETTER OMEGA
U+00A7B8	42936	LATIN CAPITAL LETTER U WITH STROKE
U+00A7BA	42938	LATIN CAPITAL LETTER GLOTTAL A
U+00A7BC	42940	LATIN CAPITAL LETTER GLOTTAL I
U+00A7BE	42942	LATIN CAPITAL LETTER GLOTTAL U
U+00A7C0	42944	LATIN CAPITAL LETTER OLD POLISH O
U+00A7C2	42946	LATIN CAPITAL LETTER ANGLICANA W
U+00A7C4	42948	LATIN CAPITAL LETTER C WITH PALATAL HOOK
U+00A7C5	42949	LATIN CAPITAL LETTER S WITH HOOK
U+00A7C6	42950	LATIN CAPITAL LETTER Z WITH PALATAL HOOK
U+00A7C7	42951	LATIN CAPITAL LETTER D WITH SHORT STROKE OVERLAY
U+00A7C9	42953	LATIN CAPITAL LETTER S WITH SHORT STROKE OVERLAY
U+00A7D0	42960	LATIN CAPITAL LETTER CLOSED INSULAR G
U+00A7D6	42966	LATIN CAPITAL LETTER MIDDLE SCOTS S
U+00A7D8	42968	LATIN CAPITAL LETTER SIGMOID S
U+00A7F5	42997	LATIN CAPITAL LETTER REVERSED HALF H
U+00FF21	65313	FULLWIDTH LATIN CAPITAL LETTER A
U+00FF22	65314	FULLWIDTH LATIN CAPITAL LETTER B
U+00FF23	65315	FULLWIDTH LATIN CAPITAL LETTER C
U+00FF24	65316	FULLWIDTH LATIN CAPITAL LETTER D
U+00FF25	65317	FULLWIDTH LATIN CAPITAL LETTER E
U+00FF26	65318	FULLWIDTH LATIN CAPITAL LETTER F
U+00FF27	65319	FULLWIDTH LATIN CAPITAL LETTER G
U+00FF28	65320	FULLWIDTH LATIN CAPITAL LETTER H
U+00FF29	65321	FULLWIDTH LATIN CAPITAL LETTER I
U+00FF2A	65322	FULLWIDTH LATIN CAPITAL LETTER J
U+00FF2B	65323	FULLWIDTH LATIN CAPITAL LETTER K
U+00FF2C	65324	FULLWIDTH LATIN CAPITAL LETTER L
U+00FF2D	65325	FULLWIDTH LATIN CAPITAL LETTER M
U+00FF2E	65326	FULLWIDTH LATIN CAPITAL LETTER N
U+00FF2F	65327	FULLWIDTH LATIN CAPITAL LETTER O
U+00FF30	65328	FULLWIDTH LATIN CAPITAL LETTER P
U+00FF31	65329	FULLWIDTH LATIN CAPITAL LETTER Q
U+00FF32	65330	FULLWIDTH LATIN CAPITAL LETTER R
U+00FF33	65331	FULLWIDTH LATIN CAPITAL LETTER S
U+00FF34	65332	FULLWIDTH LATIN CAPITAL LETTER T
U+00FF35	65333	FULLWIDTH LATIN CAPITAL LETTER U
U+00FF36	65334	FULLWIDTH LATIN CAPITAL LETTER V
U+00FF37	65335	FULLWIDTH LATIN CAPITAL LETTER W
U+00FF38	65336	FULLWIDTH LATIN CAPITAL LETTER X
U+00FF39	65337	FULLWIDTH LATIN CAPITAL LETTER Y
U+00FF3A	65338	FULLWIDTH LATIN CAPITAL LETTER Z
U+010400	66560	DESERET CAPITAL LETTER LONG I
U+010401	66561	DESERET CAPITAL LETTER LONG E
U+010402	66562	DESERET CAPITAL LETTER LONG A
U+010403	66563	DESERET CAPITAL LETTER LONG AH
U+010404	66564	DESERET CAPITAL LETTER LONG O
U+010405	66565	DESERET CAPITAL LETTER LONG OO
U+010406	66566	DESERET CAPITAL LETTER SHORT I
U+010407	66567	DESERET CAPITAL LETTER SHORT E
U+010408	66568	DESERET CAPITAL LETTER SHORT A
U+010409	66569	DESERET CAPITAL LETTER SHORT AH
U+01040A	66570	DESERET CAPITAL LETTER SHORT O
U+01040B	66571	DESERET CAPITAL LETTER SHORT OO
U+01040C	66572	DESERET CAPITAL LETTER AY
U+01040D	66573	DESERET CAPITAL LETTER OW
U+01040E	66574	DESERET CAPITAL LETTER WU
U+01040F	66575	DESERET CAPITAL LETTER YEE
U+010410	66576	DESERET CAPITAL LETTER H
U+010411	66577	DESERET CAPITAL LETTER PEE
U+010412	66578	DESERET CAPITAL LETTER BEE
U+010413	66579	DESERET CAPITAL LETTER TEE
U+010414	66580	DESERET CAPITAL LETTER DEE
U+010415	66581	DESERET CAPITAL LETTER CHEE
U+010416	66582	DESERET CAPITAL LETTER JEE
U+010417	66583	DESERET CAPITAL LETTER KAY
U+010418	66584	DESERET CAPITAL LETTER GAY
U+010419	66585	DESERET CAPITAL LETTER EF
U+01041A	66586	DESERET CAPITAL LETTER VEE
U+01041B	66587	DESERET CAPITAL LETTER ETH
U+01041C	66588	DESERET CAPITAL LETTER THEE
U+01041D	66589	DESERET CAPITAL LETTER ES
U+01041E	66590	DESERET CAPITAL LETTER ZEE
U+01041F	66591	DESERET CAPITAL LETTER ESH
U+010420	66592	DESERET CAPITAL LETTER ZHEE
U+010421	66593	DESERET CAPITAL LETTER ER
U+010422	66594	DESERET CAPITAL LETTER EL
U+010423	66595	DESERET CAPITAL LETTER EM
U+010424	66596	DESERET CAPITAL LETTER EN
U+010425	66597	DESERET CAPITAL LETTER ENG
U+010426	66598	DESERET CAPITAL LETTER OI
U+010427	66599	DESERET CAPITAL LETTER EW
U+0104B0	66736	OSAGE CAPITAL LETTER A
U+0104B1	66737	OSAGE CAPITAL LETTER AI
U+0104B2	66738	OSAGE CAPITAL LETTER AIN
U+0104B3	66739	OSAGE CAPITAL LETTER AH
U+0104B4	66740	OSAGE CAPITAL LETTER BRA
U+0104B5	66741	OSAGE CAPITAL LETTER CHA
U+0104B6	66742	OSAGE CAPITAL LETTER EHCHA
U+0104B7	66743	OSAGE CAPITAL LETTER E
U+0104B8	66744	OSAGE CAPITAL LETTER EIN
U+0104B9	66745	OSAGE CAPITAL LETTER HA
U+0104BA	66746	OSAGE CAPITAL LETTER HYA
U+0104BB	66747	OSAGE CAPITAL LETTER I
U+0104BC	66748	OSAGE CAPITAL LETTER KA
U+0104BD	66749	OSAGE CAPITAL LETTER EHKA
U+0104BE	66750	OSAGE CAPITAL LETTER KYA
U+0104BF	66751	OSAGE CAPITAL LETTER LA
U+0104C0	66752	OSAGE CAPITAL LETTER MA
U+0104C1	66753	OSAGE CAPITAL LETTER NA
U+0104C2	66754	OSAGE CAPITAL LETTER O
U+0104C3	66755	OSAGE CAPITAL LETTER OIN
U+0104C4	66756	OSAGE CAPITAL LETTER PA
U+0104C5	66757	OSAGE CAPITAL LETTER EHPA
U+0104C6	66758	OSAGE CAPITAL LETTER SA
U+0104C7	66759	OSAGE CAPITAL LETTER SHA
U+0104C8	66760	OSAGE CAPITAL LETTER TA
U+0104C9	66761	OSAGE CAPITAL LETTER EHTA
U+0104CA	66762	OSAGE CAPITAL LETTER TSA
U+0104CB	66763	OSAGE CAPITAL LETTER EHTSA
U+0104CC	66764	OSAGE CAPITAL LETTER TSHA
U+0104CD	66765	OSAGE CAPITAL LETTER DHA
U+0104CE	66766	OSAGE CAPITAL LETTER U
U+0104CF	66767	OSAGE CAPITAL LETTER WA
U+0104D0	66768	OSAGE CAPITAL LETTER KHA
U+0104D1	66769	OSAGE CAPITAL LETTER GHA
U+0104D2	66770	OSAGE CAPITAL LETTER ZA
U+0104D3	66771	OSAGE CAPITAL LETTER ZHA
U+010570	66928	VITHKUQI CAPITAL LETTER A
U+010571	66929	VITHKUQI CAPITAL LETTER BBE
U+010572	66930	VITHKUQI CAPITAL LETTER BE
U+010573	66931	VITHKUQI CAPITAL LETTER CE
U+010574	66932	VITHKUQI CAPITAL LETTER CHE
U+010575	66933	VITHKUQI CAPITAL LETTER DE
U+010576	66934	VITHKUQI CAPITAL LETTER DHE
U+010577	66935	VITHKUQI CAPITAL LETTER EI
U+010578	66936	VITHKUQI CAPITAL LETTER E
U+010579	66937	VITHKUQI CAPITAL LETTER FE
U+01057A	66938	VITHKUQI CAPITAL LETTER GA
U+01057C	66940	VITHKUQI CAPITAL LETTER HA
U+01057D	66941	VITHKUQI CAPITAL LETTER HHA
U+01057E	66942	VITHKUQI CAPITAL LETTER I
U+01057F	66943	VITHKUQI CAPITAL LETTER IJE
U+010580	66944	VITHKUQI CAPITAL LETTER JE
U+010581	66945	VITHKUQI CAPITAL LETTER KA
U+010582	66946	VITHKUQI CAPITAL LETTER LA
U+010583	66947	VITHKUQI CAPITAL LETTER LLA
U+010584	66948	VITHKUQI CAPITAL LETTER ME
U+010585	66949	VITHKUQI CAPITAL LETTER NE
U+010586	66950	VITHKUQI CAPITAL LETTER NJE
U+010587	66951	VITHKUQI CAPITAL LETTER O
U+010588	66952	VITHKUQI CAPITAL LETTER PE
U+010589	66953	VITHKUQI CAPITAL LETTER QA
U+01058A	66954	VITHKUQI CAPITAL LETTER RE
U+01058C	66956	VITHKUQI CAPITAL LETTER SE
U+01058D	66957	VITHKUQI CAPITAL LETTER SHE
U+01058E	66958	VITHKUQI CAPITAL LETTER TE
U+01058F	66959	VITHKUQI CAPITAL LETTER THE
U+010590	66960	VITHKUQI CAPITAL LETTER U
U+010591	66961	VITHKUQI CAPITAL LETTER VE
U+010592	66962	VITHKUQI CAPITAL LETTER XE
U+010594	66964	VITHKUQI CAPITAL LETTER Y
U+010595	66965	VITHKUQI CAPITAL LETTER ZE
U+010C80	68736	OLD HUNGARIAN CAPITAL LETTER A
U+010C81	68737	OLD HUNGARIAN CAPITAL LETTER AA
U+010C82	68738	OLD HUNGARIAN CAPITAL LETTER EB
U+010C83	68739	OLD HUNGARIAN CAPITAL LETTER AMB
U+010C84	68740	OLD HUNGARIAN CAPITAL LETTER EC
U+010C85	68741	OLD HUNGARIAN CAPITAL LETTER ENC
U+010C86	68742	OLD HUNGARIAN CAPITAL LETTER ECS
U+010C87	68743	OLD HUNGARIAN CAPITAL LETTER ED
U+010C88	68744	OLD HUNGARIAN CAPITAL LETTER AND
U+010C89	68745	OLD HUNGARIAN CAPITAL LETTER E
U+010C8A	68746	OLD HUNGARIAN CAPITAL LETTER CLOSE E
U+010C8B	68747	OLD HUNGARIAN CAPITAL LETTER EE
U+010C8C	68748	OLD HUNGARIAN CAPITAL LETTER EF
U+010C8D	68749	OLD HUNGARIAN CAPITAL LETTER EG
U+010C8E	68750	OLD HUNGARIAN CAPITAL LETTER EGY
U+010C8F	68751	OLD HUNGARIAN CAPITAL LETTER EH
U+010C90	68752	OLD HUNGARIAN CAPITAL LETTER I
U+010C91	68753	OLD HUNGARIAN CAPITAL LETTER II
U+010C92	68754	OLD HUNGARIAN CAPITAL LETTER EJ
U+010C93	68755	OLD HUNGARIAN CAPITAL LETTER EK
U+010C94	68756	OLD HUNGARIAN CAPITAL LETTER AK
U+010C95	68757	OLD HUNGARIAN CAPITAL LETTER UNK
U+010C96	68758	OLD HUNGARIAN CAPITAL LETTER EL
U+010C97	68759	OLD HUNGARIAN CAPITAL LETTER ELY
U+010C98	68760	OLD HUNGARIAN CAPITAL LETTER EM
U+010C99	68761	OLD HUNGARIAN CAPITAL LETTER EN
U+010C9A	68762	OLD HUNGARIAN CAPITAL LETTER ENY
U+010C9B	68763	OLD HUNGARIAN CAPITAL LETTER O
U+010C9C	68764	OLD HUNGARIAN CAPITAL LETTER OO
U+010C9D	68765	OLD HUNGARIAN CAPITAL LETTER NIKOLSBURG OE
U+010C9E	68766	OLD HUNGARIAN CAPITAL LETTER RUDIMENTA OE
U+010C9F	68767	OLD HUNGARIAN CAPITAL LETTER OEE
U+010CA0	68768	OLD HUNGARIAN CAPITAL LETTER EP
U+010CA1	68769	OLD HUNGARIAN CAPITAL LETTER EMP
U+010CA2	68770	OLD HUNGARIAN CAPITAL LETTER ER
U+010CA3	68771	OLD HUNGARIAN CAPITAL LETTER SHORT ER
U+010CA4	68772	OLD HUNGARIAN CAPITAL LETTER ES
U+010CA5	68773	OLD HUNGARIAN CAPITAL LETTER ESZ
U+010CA6	68774	OLD HUNGARIAN CAPITAL LETTER ET
U+010CA7	68775	OLD HUNGARIAN CAPITAL LETTER ENT
U+010CA8	68776	OLD HUNGARIAN CAPITAL LETTER ETY
